DB010,DB020,DB030,DB040,DB040_F,DB090,DB090_F,DB100,DB100_F
2024,ES,10169,ES61,1,1352.50484,1,3,1
2024,ES,10171,ES61,1,1191.18365,1,3,1
2024,ES,10172,ES61,1,1558.14808,1,3,1
2024,ES,10173,ES61,1,1187.67050,1,3,1
2024,ES,10174,ES61,1,2044.70647,1,3,1
2024,ES,10175,ES61,1,620.33773,1,3,1
2024,ES,10176,ES61,1,1280.84607,1,3,1
2024,ES,10177,ES61,1,1588.88828,1,3,1
2024,ES,10178,ES61,1,920.04079,1,3,1
2024,ES,10179,ES61,1,863.89869,1,3,1
2024,ES,10180,ES61,1,1152.87771,1,3,1
2024,ES,10182,ES62,1,621.77654,1,2,1
2024,ES,10183,ES62,1,1472.78562,1,2,1
2024,ES,10184,ES62,1,489.62440,1,2,1
2024,ES,10185,ES62,1,484.56589,1,2,1
2024,ES,10186,ES62,1,252.00483,1,2,1
2024,ES,10187,ES62,1,390.83114,1,2,1
2024,ES,10188,ES62,1,709.47389,1,2,1
2024,ES,10189,ES62,1,183.39670,1,2,1
2024,ES,10190,ES62,1,476.34631,1,2,1
2024,ES,10191,ES62,1,168.17213,1,2,1
2024,ES,10192,ES62,1,62.12925,1,2,1
2024,ES,10193,ES62,1,844.33032,1,2,1
2024,ES,10194,ES62,1,214.98780,1,2,1
2024,ES,10195,ES62,1,529.36708,1,2,1
2024,ES,10196,ES62,1,2923.28255,1,2,1
2024,ES,10197,ES62,1,651.67910,1,1,1
2024,ES,10199,ES62,1,197.99281,1,1,1
2024,ES,10200,ES62,1,181.62642,1,1,1
2024,ES,10201,ES62,1,428.07135,1,1,1
2024,ES,10202,ES62,1,305.11101,1,1,1
2024,ES,10203,ES62,1,212.61307,1,1,1
2024,ES,10204,ES62,1,1219.19423,1,1,1
2024,ES,10205,ES62,1,297.82769,1,1,1
2024,ES,10206,ES62,1,715.58453,1,1,1
2024,ES,10207,ES62,1,445.28908,1,1,1
2024,ES,10208,ES62,1,123.50321,1,1,1
2024,ES,10209,ES62,1,1229.23249,1,1,1
2024,ES,10210,ES62,1,230.17719,1,1,1
2024,ES,10211,ES62,1,212.61307,1,1,1
2024,ES,10212,ES62,1,381.06686,1,1,1
2024,ES,10213,ES62,1,838.72866,1,1,1
2024,ES,10215,ES62,1,303.44503,1,1,1
2024,ES,10216,ES62,1,683.95012,1,1,1
2024,ES,10217,ES62,1,719.69127,1,2,1
2024,ES,10218,ES62,1,719.69127,1,2,1
2024,ES,10219,ES62,1,53.71723,1,2,1
2024,ES,10220,ES62,1,7497.51760,1,2,1
2024,ES,10221,ES62,1,303.13115,1,2,1
2024,ES,10223,ES62,1,1066.62047,1,2,1
2024,ES,10224,ES62,1,616.19337,1,2,1
2024,ES,10225,ES62,1,222.77659,1,2,1
2024,ES,10226,ES62,1,482.25756,1,2,1
2024,ES,10228,ES62,1,1242.91506,1,2,1
2024,ES,10229,ES62,1,503.58649,1,2,1
2024,ES,10230,ES62,1,257.47290,1,2,1
2024,ES,10231,ES62,1,85.54714,1,2,1
2024,ES,10232,ES62,1,185.20665,1,2,1
2024,ES,10233,ES62,1,654.02361,1,1,1
2024,ES,10234,ES62,1,1878.86011,1,1,1
2024,ES,10235,ES62,1,933.04712,1,1,1
2024,ES,10236,ES62,1,572.34684,1,1,1
2024,ES,10238,ES62,1,346.01023,1,1,1
2024,ES,10240,ES62,1,335.52240,1,1,1
2024,ES,10242,ES62,1,961.18643,1,1,1
2024,ES,10243,ES62,1,291.78113,1,1,1
2024,ES,10244,ES62,1,414.09983,1,1,1
2024,ES,10245,ES62,1,1255.04498,1,1,1
2024,ES,10247,ES62,1,1067.99594,1,2,1
2024,ES,10248,ES62,1,484.93858,1,2,1
2024,ES,10249,ES62,1,296.79094,1,2,1
2024,ES,10251,ES62,1,318.29162,1,2,1
2024,ES,10252,ES62,1,193.06899,1,2,1
2024,ES,10253,ES62,1,1651.70711,1,2,1
2024,ES,10254,ES62,1,1354.48984,1,2,1
2024,ES,10255,ES62,1,202.00255,1,2,1
2024,ES,10256,ES62,1,507.32381,1,1,1
2024,ES,10257,ES62,1,113.90236,1,1,1
2024,ES,10258,ES62,1,126.10906,1,1,1
2024,ES,10259,ES62,1,307.53214,1,1,1
2024,ES,10260,ES62,1,330.32618,1,1,1
2024,ES,10261,ES62,1,914.02062,1,1,1
2024,ES,10262,ES62,1,545.27672,1,1,1
2024,ES,10264,ES62,1,204.71751,1,1,1
2024,ES,10265,ES62,1,411.09055,1,1,1
2024,ES,10266,ES62,1,84.10808,1,1,1
2024,ES,10267,ES62,1,352.69230,1,1,1
2024,ES,10268,ES62,1,498.35856,1,1,1
2024,ES,10270,ES62,1,151.11371,1,1,1
2024,ES,10271,ES62,1,486.16082,1,1,1
2024,ES,10272,ES62,1,836.88300,1,1,1
2024,ES,10274,ES62,1,847.27576,1,1,1
2024,ES,10275,ES62,1,828.30537,1,1,1
2024,ES,10276,ES62,1,730.75777,1,1,1
2024,ES,10277,ES62,1,558.89059,1,1,1
2024,ES,10278,ES62,1,500.90973,1,1,1
2024,ES,10279,ES62,1,753.28835,1,1,1
2024,ES,10280,ES61,1,1175.65079,1,2,1
2024,ES,10281,ES62,1,560.98735,1,2,1
2024,ES,10282,ES62,1,313.00221,1,1,1
2024,ES,10285,ES62,1,446.38555,1,1,1
2024,ES,10286,ES62,1,411.09055,1,1,1
2024,ES,10287,ES62,1,544.56920,1,1,1
2024,ES,10288,ES62,1,832.69002,1,1,1
2024,ES,10289,ES62,1,130.63374,1,1,1
2024,ES,10290,ES62,1,255.79924,1,1,1
2024,ES,10291,ES62,1,296.77370,1,1,1
2024,ES,10292,ES62,1,212.95674,1,1,1
2024,ES,10293,ES62,1,215.30377,1,1,1
2024,ES,10294,ES62,1,219.95127,1,1,1
2024,ES,10295,ES62,1,404.71170,1,1,1
2024,ES,10297,ES62,1,257.83611,1,1,1
2024,ES,10298,ES62,1,195.69937,1,1,1
2024,ES,10299,ES62,1,930.41844,1,2,1
2024,ES,10300,ES62,1,552.79308,1,2,1
2024,ES,10301,ES62,1,513.67473,1,2,1
2024,ES,10302,ES62,1,816.84248,1,2,1
2024,ES,10303,ES62,1,220.78994,1,2,1
2024,ES,10304,ES62,1,1323.69821,1,2,1
2024,ES,10305,ES62,1,960.10007,1,2,1
2024,ES,10306,ES62,1,898.31704,1,2,1
2024,ES,10307,ES62,1,719.69127,1,2,1
2024,ES,10308,ES62,1,293.10583,1,2,1
2024,ES,10309,ES62,1,641.74332,1,2,1
2024,ES,10310,ES62,1,880.24426,1,2,1
2024,ES,10311,ES62,1,1370.83442,1,2,1
2024,ES,10312,ES62,1,941.00705,1,2,1
2024,ES,10313,ES62,1,509.15951,1,2,1
2024,ES,10314,ES62,1,417.00897,1,1,1
2024,ES,10315,ES62,1,244.69916,1,1,1
2024,ES,10316,ES62,1,558.89059,1,1,1
2024,ES,10318,ES62,1,406.06852,1,1,1
2024,ES,10319,ES62,1,710.89730,1,1,1
2024,ES,10320,ES62,1,382.72509,1,1,1
2024,ES,10321,ES62,1,418.22590,1,1,1
2024,ES,10323,ES62,1,628.47938,1,1,1
2024,ES,10324,ES62,1,2957.42982,1,1,1
2024,ES,10325,ES62,1,828.30537,1,1,1
2024,ES,10326,ES62,1,536.13312,1,1,1
2024,ES,10327,ES62,1,840.95125,1,1,1
2024,ES,10328,ES62,1,101.40598,1,1,1
2024,ES,10329,ES62,1,279.30550,1,1,1
2024,ES,10330,ES62,1,178.00900,1,1,1
2024,ES,10331,ES62,1,550.95608,1,1,1
2024,ES,10332,ES62,1,221.68075,1,1,1
2024,ES,10333,ES62,1,223.33950,1,1,1
2024,ES,10334,ES62,1,809.79201,1,1,1
2024,ES,10335,ES62,1,426.61752,1,1,1
2024,ES,10336,ES62,1,876.07418,1,1,1
2024,ES,10339,ES62,1,1121.16924,1,1,1
2024,ES,10340,ES62,1,52.56333,1,1,1
2024,ES,10341,ES62,1,546.36820,1,1,1
2024,ES,10342,ES62,1,809.79201,1,1,1
2024,ES,10343,ES62,1,861.03162,1,1,1
2024,ES,10344,ES62,1,358.33777,1,1,1
2024,ES,10345,ES62,1,199.40090,1,1,1
2024,ES,10346,ES62,1,195.69937,1,1,1
2024,ES,10347,ES62,1,527.13511,1,1,1
2024,ES,10348,ES62,1,250.68768,1,1,1
2024,ES,10349,ES62,1,715.37193,1,1,1
2024,ES,10350,ES62,1,905.25383,1,1,1
2024,ES,10351,ES62,1,318.09474,1,1,1
2024,ES,10352,ES62,1,730.75777,1,1,1
2024,ES,10353,ES62,1,415.19617,1,1,1
2024,ES,10354,ES62,1,130.63374,1,1,1
2024,ES,10355,ES62,1,1417.13193,1,2,1
2024,ES,10356,ES62,1,389.30782,1,1,1
2024,ES,10358,ES62,1,207.29200,1,1,1
2024,ES,10359,ES62,1,271.53432,1,1,1
2024,ES,10362,ES62,1,61.20870,1,1,1
2024,ES,10363,ES62,1,793.91495,1,1,1
2024,ES,10364,ES62,1,540.65634,1,1,1
2024,ES,10365,ES62,1,872.71866,1,1,1
2024,ES,10366,ES62,1,212.61307,1,1,1
2024,ES,10367,ES62,1,284.94083,1,1,1
2024,ES,10368,ES62,1,305.11101,1,1,1
2024,ES,10369,ES62,1,694.21732,1,1,1
2024,ES,10370,ES62,1,407.40299,1,1,1
2024,ES,10371,ES62,1,607.19381,1,1,1
2024,ES,10372,ES62,1,454.37190,1,1,1
2024,ES,10373,ES62,1,899.89329,1,1,1
2024,ES,10374,ES62,1,123.50321,1,1,1
2024,ES,10377,ES62,1,25.58718,1,1,1
2024,ES,10378,ES62,1,309.22237,1,1,1
2024,ES,10379,ES62,1,500.68381,1,1,1
2024,ES,10380,ES62,1,268.53558,1,1,1
2024,ES,10382,ES62,1,888.22598,1,1,1
2024,ES,10383,ES62,1,340.55696,1,1,1
2024,ES,10384,ES62,1,1763.38725,1,1,1
2024,ES,10385,ES62,1,910.44366,1,1,1
2024,ES,10386,ES62,1,265.68453,1,1,1
2024,ES,10387,ES62,1,476.57890,1,1,1
2024,ES,10388,ES62,1,439.65242,1,2,1
2024,ES,10389,ES62,1,177.57521,1,2,1
2024,ES,10390,ES62,1,339.55471,1,2,1
2024,ES,10391,ES62,1,348.87521,1,2,1
2024,ES,10392,ES62,1,215.27715,1,2,1
2024,ES,10393,ES62,1,53.71723,1,2,1
2024,ES,10394,ES62,1,941.00705,1,2,1
2024,ES,10395,ES62,1,191.80515,1,2,1
2024,ES,10396,ES62,1,1060.06222,1,2,1
2024,ES,10397,ES62,1,941.00705,1,2,1
2024,ES,10398,ES62,1,221.19819,1,2,1
2024,ES,10399,ES62,1,323.98912,1,2,1
2024,ES,10400,ES62,1,675.53557,1,2,1
2024,ES,10401,ES62,1,65.49452,1,2,1
2024,ES,10402,ES62,1,167.51056,1,2,1
2024,ES,10403,ES62,1,168.58502,1,2,1
2024,ES,10404,ES62,1,2152.83177,1,2,1
2024,ES,10405,ES62,1,506.16994,1,2,1
2024,ES,10406,ES62,1,380.13222,1,2,1
2024,ES,10407,ES62,1,32.88560,1,2,1
2024,ES,10408,ES62,1,97.00697,1,2,1
2024,ES,10409,ES62,1,361.64026,1,2,1
2024,ES,10410,ES62,1,941.00705,1,2,1
2024,ES,10411,ES62,1,1355.26148,1,2,1
2024,ES,10412,ES62,1,1523.62802,1,2,1
2024,ES,10413,ES30,1,1530.86736,1,1,1
2024,ES,10414,ES62,1,364.00455,1,2,1
2024,ES,10415,ES62,1,275.75686,1,2,1
2024,ES,10416,ES62,1,1237.23612,1,2,1
2024,ES,10417,ES62,1,957.37169,1,2,1
2024,ES,10418,ES62,1,299.92261,1,2,1
2024,ES,10419,ES62,1,187.09482,1,2,1
2024,ES,10420,ES62,1,450.35742,1,2,1
2024,ES,10421,ES62,1,543.79262,1,2,1
2024,ES,10422,ES62,1,1003.08145,1,2,1
2024,ES,10423,ES62,1,2088.09243,1,2,1
2024,ES,10424,ES62,1,225.44754,1,2,1
2024,ES,10425,ES62,1,226.21875,1,2,1
2024,ES,10426,ES62,1,413.04362,1,2,1
2024,ES,10427,ES62,1,105.57750,1,2,1
2024,ES,10428,ES62,1,1019.83663,1,2,1
2024,ES,10429,ES62,1,168.99770,1,2,1
2024,ES,10430,ES62,1,1019.38071,1,2,1
2024,ES,10431,ES62,1,303.38436,1,2,1
2024,ES,10432,ES62,1,623.27046,1,2,1
2024,ES,10433,ES62,1,576.89163,1,2,1
2024,ES,10434,ES62,1,405.73676,1,2,1
2024,ES,10435,ES62,1,690.07496,1,2,1
2024,ES,10436,ES62,1,959.93224,1,2,1
2024,ES,10437,ES62,1,169.37878,1,2,1
2024,ES,10438,ES62,1,2803.29371,1,2,1
2024,ES,10439,ES62,1,291.77953,1,2,1
2024,ES,10440,ES62,1,395.05209,1,2,1
2024,ES,10441,ES62,1,334.98586,1,2,1
2024,ES,10442,ES62,1,1053.57915,1,2,1
2024,ES,10443,ES62,1,296.15772,1,2,1
2024,ES,10444,ES62,1,479.50938,1,2,1
2024,ES,10445,ES62,1,723.89601,1,3,1
2024,ES,10446,ES62,1,421.82337,1,3,1
2024,ES,10447,ES62,1,223.59681,1,3,1
2024,ES,10448,ES62,1,224.27795,1,3,1
2024,ES,10449,ES62,1,504.40503,1,3,1
2024,ES,10450,ES62,1,950.64579,1,3,1
2024,ES,10451,ES62,1,39.63652,1,3,1
2024,ES,10452,ES22,1,168.38124,1,1,1
2024,ES,10453,ES22,1,157.60181,1,1,1
2024,ES,10454,ES22,1,177.32009,1,1,1
2024,ES,10455,ES22,1,335.17478,1,1,1
2024,ES,10456,ES22,1,195.32332,1,1,1
2024,ES,10457,ES22,1,281.43875,1,1,1
2024,ES,10458,ES22,1,210.89306,1,1,1
2024,ES,10459,ES22,1,156.81375,1,1,1
2024,ES,10460,ES22,1,131.72818,1,1,1
2024,ES,10461,ES22,1,115.18143,1,1,1
2024,ES,10462,ES22,1,79.74112,1,2,1
2024,ES,10463,ES22,1,261.28851,1,2,1
2024,ES,10464,ES22,1,282.03795,1,2,1
2024,ES,10465,ES22,1,330.41994,1,2,1
2024,ES,10468,ES22,1,478.58454,1,2,1
2024,ES,10470,ES22,1,109.45801,1,2,1
2024,ES,10471,ES22,1,223.80928,1,2,1
2024,ES,10472,ES22,1,714.10513,1,3,1
2024,ES,10473,ES22,1,262.84863,1,2,1
2024,ES,10474,ES22,1,129.98959,1,2,1
2024,ES,10475,ES22,1,257.70644,1,2,1
2024,ES,10476,ES22,1,612.11682,1,2,1
2024,ES,10477,ES22,1,215.93947,1,2,1
2024,ES,10478,ES22,1,37.57766,1,2,1
2024,ES,10479,ES22,1,147.92005,1,2,1
2024,ES,10480,ES22,1,502.61802,1,3,1
2024,ES,10481,ES22,1,262.84863,1,3,1
2024,ES,10482,ES22,1,452.19498,1,3,1
2024,ES,10483,ES22,1,276.93959,1,3,1
2024,ES,10484,ES22,1,134.72903,1,3,1
2024,ES,10485,ES22,1,206.31829,1,3,1
2024,ES,10486,ES22,1,332.69986,1,3,1
2024,ES,10487,ES22,1,436.37574,1,3,1
2024,ES,10488,ES22,1,646.51505,1,3,1
2024,ES,10489,ES22,1,298.82938,1,3,1
2024,ES,10490,ES22,1,218.78211,1,3,1
2024,ES,10491,ES22,1,301.07213,1,3,1
2024,ES,10492,ES22,1,332.69986,1,3,1
2024,ES,10493,ES22,1,519.25021,1,3,1
2024,ES,10494,ES22,1,729.86970,1,3,1
2024,ES,10495,ES22,1,209.53496,1,1,1
2024,ES,10496,ES22,1,191.07362,1,1,1
2024,ES,10497,ES22,1,298.41228,1,1,1
2024,ES,10498,ES22,1,1533.44239,1,1,1
2024,ES,10499,ES22,1,237.31675,1,1,1
2024,ES,10500,ES22,1,626.41828,1,1,1
2024,ES,10501,ES22,1,290.47310,1,1,1
2024,ES,10502,ES22,1,405.54438,1,2,1
2024,ES,10503,ES22,1,475.52490,1,1,1
2024,ES,10504,ES22,1,435.63965,1,1,1
2024,ES,10505,ES22,1,390.27475,1,1,1
2024,ES,10506,ES22,1,538.10416,1,2,1
2024,ES,10508,ES22,1,367.92587,1,1,1
2024,ES,10509,ES22,1,245.70959,1,1,1
2024,ES,10510,ES22,1,298.67324,1,1,1
2024,ES,10511,ES22,1,116.12114,1,1,1
2024,ES,10512,ES22,1,266.17498,1,1,1
2024,ES,10513,ES22,1,326.69535,1,1,1
2024,ES,10514,ES22,1,416.35667,1,1,1
2024,ES,10515,ES22,1,318.01367,1,1,1
2024,ES,10516,ES22,1,938.37907,1,1,1
2024,ES,10517,ES22,1,393.97363,1,1,1
2024,ES,10518,ES22,1,989.78380,1,1,1
2024,ES,10519,ES22,1,557.31233,1,1,1
2024,ES,10520,ES22,1,385.31730,1,1,1
2024,ES,10521,ES22,1,567.53898,1,1,1
2024,ES,10522,ES30,1,557.61707,1,1,1
2024,ES,10523,ES22,1,209.62505,1,1,1
2024,ES,10524,ES22,1,147.83400,1,1,1
2024,ES,10525,ES22,1,541.19218,1,1,1
2024,ES,10526,ES22,1,348.17290,1,1,1
2024,ES,10527,ES22,1,238.05715,1,1,1
2024,ES,10528,ES22,1,345.47813,1,1,1
2024,ES,10529,ES22,1,299.38007,1,1,1
2024,ES,10530,ES22,1,217.71460,1,3,1
2024,ES,10531,ES22,1,646.51505,1,3,1
2024,ES,10532,ES22,1,319.59179,1,3,1
2024,ES,10533,ES22,1,184.93870,1,3,1
2024,ES,10534,ES22,1,308.84589,1,3,1
2024,ES,10535,ES22,1,376.08903,1,3,1
2024,ES,10536,ES22,1,243.69279,1,3,1
2024,ES,10537,ES22,1,327.57862,1,2,1
2024,ES,10538,ES22,1,350.58216,1,2,1
2024,ES,10540,ES22,1,156.23942,1,1,1
2024,ES,10541,ES22,1,75.38222,1,2,1
2024,ES,10542,ES22,1,241.55482,1,2,1
2024,ES,10544,ES22,1,532.37390,1,3,1
2024,ES,10545,ES22,1,375.81907,1,3,1
2024,ES,10546,ES22,1,80.16174,1,3,1
2024,ES,10547,ES22,1,90.08848,1,3,1
2024,ES,10548,ES22,1,614.11220,1,3,1
2024,ES,10549,ES22,1,50.91963,1,3,1
2024,ES,10550,ES22,1,332.69986,1,3,1
2024,ES,10551,ES22,1,356.74265,1,3,1
2024,ES,10552,ES22,1,844.44913,1,3,1
2024,ES,10553,ES22,1,212.11055,1,3,1
2024,ES,10554,ES22,1,213.39145,1,1,1
2024,ES,10556,ES22,1,557.31233,1,1,1
2024,ES,10557,ES22,1,276.68934,1,1,1
2024,ES,10558,ES22,1,176.29876,1,3,1
2024,ES,10559,ES22,1,661.02565,1,1,1
2024,ES,10562,ES22,1,626.41828,1,1,1
2024,ES,10563,ES22,1,768.26631,1,1,1
2024,ES,10564,ES22,1,680.57265,1,1,1
2024,ES,10565,ES22,1,695.79548,1,1,1
2024,ES,10566,ES22,1,390.27475,1,1,1
2024,ES,10567,ES22,1,843.48953,1,1,1
2024,ES,10568,ES22,1,263.80556,1,1,1
2024,ES,10569,ES22,1,1248.79390,1,1,1
2024,ES,10570,ES22,1,343.29998,1,1,1
2024,ES,10571,ES22,1,149.64645,1,1,1
2024,ES,10572,ES22,1,541.67547,1,1,1
2024,ES,10573,ES22,1,518.00594,1,1,1
2024,ES,10574,ES22,1,342.09528,1,1,1
2024,ES,10575,ES22,1,398.30127,1,1,1
2024,ES,10576,ES22,1,557.31233,1,1,1
2024,ES,10577,ES22,1,83.95867,1,1,1
2024,ES,10578,ES22,1,422.57326,1,1,1
2024,ES,10579,ES22,1,453.42287,1,1,1
2024,ES,10580,ES22,1,252.90418,1,1,1
2024,ES,10581,ES22,1,276.25522,1,1,1
2024,ES,10582,ES22,1,278.84402,1,1,1
2024,ES,10583,ES22,1,149.67356,1,1,1
2024,ES,10584,ES22,1,301.72264,1,2,1
2024,ES,10585,ES22,1,326.19731,1,2,1
2024,ES,10586,ES22,1,492.04763,1,2,1
2024,ES,10587,ES22,1,500.63193,1,2,1
2024,ES,10588,ES22,1,613.10040,1,2,1
2024,ES,10589,ES22,1,241.55482,1,2,1
2024,ES,10590,ES22,1,309.46382,1,1,1
2024,ES,10591,ES22,1,235.13070,1,1,1
2024,ES,10592,ES22,1,261.47301,1,1,1
2024,ES,10593,ES22,1,794.10017,1,1,1
2024,ES,10594,ES22,1,281.57820,1,1,1
2024,ES,10595,ES22,1,206.06526,1,1,1
2024,ES,10596,ES22,1,402.82749,1,1,1
2024,ES,10597,ES22,1,402.82749,1,1,1
2024,ES,10598,ES22,1,69.99660,1,2,1
2024,ES,10599,ES22,1,370.69165,1,2,1
2024,ES,10600,ES22,1,204.58684,1,2,1
2024,ES,10601,ES22,1,412.50475,1,2,1
2024,ES,10602,ES22,1,107.51867,1,2,1
2024,ES,10603,ES22,1,353.06407,1,2,1
2024,ES,10604,ES22,1,356.19170,1,2,1
2024,ES,10605,ES22,1,518.48261,1,2,1
2024,ES,10606,ES22,1,273.67252,1,2,1
2024,ES,10607,ES22,1,74.88492,1,1,1
2024,ES,10608,ES22,1,250.81575,1,1,1
2024,ES,10609,ES22,1,312.77520,1,1,1
2024,ES,10610,ES22,1,56.83192,1,1,1
2024,ES,10611,ES22,1,434.70451,1,1,1
2024,ES,10612,ES22,1,321.67885,1,1,1
2024,ES,10615,ES22,1,470.83056,1,3,1
2024,ES,10616,ES22,1,201.05283,1,3,1
2024,ES,10618,ES22,1,465.52133,1,2,1
2024,ES,10619,ES22,1,377.32008,1,2,1
2024,ES,10620,ES22,1,408.19029,1,2,1
2024,ES,10621,ES22,1,427.49801,1,2,1
2024,ES,10622,ES22,1,561.78328,1,2,1
2024,ES,10623,ES22,1,262.84863,1,2,1
2024,ES,10624,ES22,1,250.29576,1,2,1
2024,ES,10625,ES22,1,119.57101,1,3,1
2024,ES,10627,ES22,1,308.84589,1,3,1
2024,ES,10628,ES22,1,266.21832,1,3,1
2024,ES,10629,ES22,1,219.36881,1,3,1
2024,ES,10630,ES22,1,319.57748,1,3,1
2024,ES,10631,ES22,1,262.88576,1,3,1
2024,ES,10632,ES22,1,307.86303,1,3,1
2024,ES,10633,ES22,1,464.83540,1,3,1
2024,ES,10634,ES22,1,589.15475,1,3,1
2024,ES,10635,ES22,1,245.50668,1,2,1
2024,ES,10636,ES22,1,523.24532,1,2,1
2024,ES,10637,ES22,1,485.73328,1,2,1
2024,ES,10638,ES22,1,646.51505,1,2,1
2024,ES,10639,ES22,1,171.24699,1,2,1
2024,ES,10640,ES22,1,130.59508,1,2,1
2024,ES,10641,ES22,1,46.47501,1,2,1
2024,ES,10642,ES22,1,547.28109,1,2,1
2024,ES,10643,ES22,1,233.59201,1,2,1
2024,ES,10644,ES22,1,381.82405,1,2,1
2024,ES,10645,ES22,1,161.88481,1,2,1
2024,ES,10646,ES11,1,1184.23739,1,1,1
2024,ES,10647,ES11,1,795.66953,1,1,1
2024,ES,10648,ES11,1,780.45039,1,1,1
2024,ES,10649,ES11,1,549.29565,1,1,1
2024,ES,10651,ES11,1,1104.08018,1,1,1
2024,ES,10652,ES11,1,621.19251,1,1,1
2024,ES,10653,ES11,1,736.74950,1,3,1
2024,ES,10654,ES11,1,1270.70289,1,3,1
2024,ES,10655,ES11,1,786.91312,1,3,1
2024,ES,10656,ES11,1,653.09944,1,3,1
2024,ES,10657,ES11,1,562.71568,1,3,1
2024,ES,10658,ES11,1,434.05184,1,2,1
2024,ES,10659,ES11,1,823.36800,1,2,1
2024,ES,10660,ES11,1,684.01436,1,2,1
2024,ES,10661,ES11,1,921.82279,1,2,1
2024,ES,10662,ES11,1,577.96192,1,1,1
2024,ES,10663,ES11,1,761.24947,1,1,1
2024,ES,10664,ES11,1,664.40139,1,1,1
2024,ES,10665,ES11,1,1416.46840,1,1,1
2024,ES,10666,ES11,1,737.77850,1,1,1
2024,ES,10667,ES11,1,365.29759,1,1,1
2024,ES,10668,ES11,1,290.57634,1,3,1
2024,ES,10669,ES11,1,637.96644,1,1,1
2024,ES,10670,ES11,1,301.95270,1,1,1
2024,ES,10671,ES11,1,382.85576,1,1,1
2024,ES,10672,ES11,1,384.08068,1,1,1
2024,ES,10673,ES11,1,921.61959,1,2,1
2024,ES,10674,ES11,1,502.89717,1,1,1
2024,ES,10675,ES11,1,1108.78469,1,1,1
2024,ES,10676,ES11,1,566.40898,1,1,1
2024,ES,10677,ES11,1,508.77246,1,1,1
2024,ES,10678,ES11,1,1034.02555,1,1,1
2024,ES,10680,ES11,1,492.75854,1,3,1
2024,ES,10681,ES11,1,769.65987,1,3,1
2024,ES,10682,ES11,1,1084.01092,1,3,1
2024,ES,10683,ES11,1,444.52049,1,3,1
2024,ES,10685,ES11,1,585.89954,1,3,1
2024,ES,10686,ES11,1,859.89499,1,3,1
2024,ES,10687,ES11,1,741.16823,1,3,1
2024,ES,10688,ES11,1,554.72691,1,3,1
2024,ES,10689,ES11,1,562.71568,1,3,1
2024,ES,10690,ES11,1,468.88563,1,3,1
2024,ES,10691,ES11,1,1029.73713,1,3,1
2024,ES,10692,ES52,1,314.05487,1,3,1
2024,ES,10693,ES11,1,1249.75425,1,3,1
2024,ES,10694,ES11,1,515.00379,1,3,1
2024,ES,10695,ES11,1,604.80587,1,3,1
2024,ES,10696,ES11,1,834.78629,1,3,1
2024,ES,10697,ES11,1,718.31641,1,3,1
2024,ES,10698,ES12,1,475.87779,1,1,1
2024,ES,10699,ES12,1,207.01570,1,1,1
2024,ES,10700,ES12,1,362.36476,1,1,1
2024,ES,10701,ES12,1,119.63396,1,1,1
2024,ES,10703,ES12,1,562.49391,1,1,1
2024,ES,10704,ES12,1,377.25689,1,1,1
2024,ES,10705,ES12,1,475.87779,1,1,1
2024,ES,10706,ES12,1,554.71315,1,1,1
2024,ES,10707,ES12,1,362.36476,1,1,1
2024,ES,10708,ES12,1,371.90600,1,1,1
2024,ES,10709,ES12,1,341.49058,1,1,1
2024,ES,10710,ES12,1,392.51462,1,1,1
2024,ES,10711,ES12,1,521.18803,1,1,1
2024,ES,10712,ES12,1,1023.84955,1,1,1
2024,ES,10713,ES12,1,453.23890,1,1,1
2024,ES,10714,ES12,1,201.85481,1,3,1
2024,ES,10715,ES12,1,276.89546,1,3,1
2024,ES,10717,ES12,1,288.86067,1,3,1
2024,ES,10718,ES12,1,152.83090,1,3,1
2024,ES,10719,ES12,1,428.47968,1,3,1
2024,ES,10720,ES12,1,289.75608,1,3,1
2024,ES,10721,ES12,1,477.27883,1,3,1
2024,ES,10722,ES12,1,208.40541,1,3,1
2024,ES,10723,ES12,1,1666.26597,1,3,1
2024,ES,10724,ES12,1,369.46528,1,1,1
2024,ES,10725,ES12,1,426.70581,1,1,1
2024,ES,10726,ES12,1,376.34220,1,1,1
2024,ES,10727,ES12,1,312.36001,1,1,1
2024,ES,10728,ES12,1,609.28772,1,1,1
2024,ES,10729,ES12,1,539.59945,1,1,1
2024,ES,10730,ES12,1,497.68032,1,1,1
2024,ES,10731,ES12,1,472.61784,1,1,1
2024,ES,10732,ES12,1,667.75871,1,1,1
2024,ES,10733,ES12,1,238.36612,1,1,1
2024,ES,10734,ES12,1,261.90129,1,1,1
2024,ES,10735,ES12,1,573.41107,1,1,1
2024,ES,10736,ES12,1,291.48164,1,1,1
2024,ES,10737,ES12,1,706.11396,1,1,1
2024,ES,10738,ES12,1,339.63123,1,1,1
2024,ES,10739,ES12,1,426.04422,1,1,1
2024,ES,10740,ES12,1,252.96768,1,1,1
2024,ES,10741,ES12,1,547.94464,1,1,1
2024,ES,10742,ES12,1,267.96317,1,1,1
2024,ES,10744,ES12,1,413.41462,1,1,1
2024,ES,10746,ES12,1,291.48164,1,1,1
2024,ES,10747,ES12,1,325.09624,1,1,1
2024,ES,10748,ES12,1,129.85984,1,2,1
2024,ES,10749,ES12,1,330.35888,1,1,1
