DB010,DB020,DB030,DB040,DB040_F,DB090,DB090_F,DB100,DB100_F
2024,ES,206,ES52,1,1310.55972,1,1,1
2024,ES,207,ES52,1,1418.92470,1,1,1
2024,ES,208,ES52,1,710.84892,1,1,1
2024,ES,209,ES52,1,907.40459,1,1,1
2024,ES,210,ES52,1,659.68566,1,1,1
2024,ES,211,ES52,1,684.89579,1,1,1
2024,ES,212,ES52,1,1091.71510,1,2,1
2024,ES,213,ES52,1,427.83277,1,2,1
2024,ES,214,ES52,1,1262.02606,1,2,1
2024,ES,215,ES52,1,1011.70570,1,2,1
2024,ES,216,ES52,1,1363.36220,1,2,1
2024,ES,217,ES52,1,1449.26681,1,2,1
2024,ES,218,ES52,1,795.50097,1,1,1
2024,ES,219,ES52,1,665.78186,1,2,1
2024,ES,220,ES52,1,883.62338,1,1,1
2024,ES,221,ES52,1,1412.63191,1,1,1
2024,ES,222,ES52,1,1397.54501,1,1,1
2024,ES,224,ES52,1,549.97518,1,1,1
2024,ES,225,ES52,1,956.27728,1,2,1
2024,ES,226,ES52,1,881.83410,1,2,1
2024,ES,227,ES52,1,1399.62633,1,1,1
2024,ES,228,ES52,1,1176.38336,1,1,1
2024,ES,229,ES52,1,1074.69177,1,1,1
2024,ES,230,ES52,1,1965.35755,1,1,1
2024,ES,231,ES52,1,1392.14945,1,1,1
2024,ES,232,ES52,1,1218.79898,1,1,1
2024,ES,233,ES52,1,444.54157,1,2,1
2024,ES,234,ES52,1,1166.92223,1,1,1
2024,ES,236,ES52,1,920.49030,1,1,1
2024,ES,237,ES52,1,677.50777,1,1,1
2024,ES,238,ES52,1,2509.83749,1,1,1
2024,ES,239,ES52,1,506.37583,1,1,1
2024,ES,240,ES52,1,600.59829,1,1,1
2024,ES,241,ES52,1,1199.51298,1,1,1
2024,ES,242,ES52,1,1399.62633,1,1,1
2024,ES,243,ES52,1,988.26572,1,1,1
2024,ES,244,ES52,1,725.73695,1,1,1
2024,ES,245,ES52,1,1288.48010,1,1,1
2024,ES,246,ES52,1,634.95340,1,1,1
2024,ES,247,ES52,1,804.73877,1,1,1
2024,ES,249,ES52,1,1615.15705,1,1,1
2024,ES,250,ES52,1,894.83797,1,1,1
2024,ES,251,ES52,1,617.72242,1,1,1
2024,ES,252,ES52,1,719.56044,1,1,1
2024,ES,253,ES52,1,374.69458,1,1,1
2024,ES,254,ES52,1,592.83536,1,1,1
2024,ES,255,ES52,1,200.43087,1,1,1
2024,ES,256,ES52,1,830.71820,1,1,1
2024,ES,257,ES52,1,830.71820,1,1,1
2024,ES,258,ES52,1,1874.72202,1,1,1
2024,ES,259,ES52,1,575.88222,1,2,1
2024,ES,260,ES52,1,2386.31121,1,2,1
2024,ES,262,ES52,1,1135.03674,1,2,1
2024,ES,263,ES52,1,883.62338,1,2,1
2024,ES,264,ES52,1,1524.34554,1,2,1
2024,ES,265,ES52,1,998.14304,1,2,1
2024,ES,266,ES52,1,1059.54471,1,2,1
2024,ES,267,ES52,1,761.79592,1,2,1
2024,ES,268,ES52,1,362.34281,1,2,1
2024,ES,269,ES52,1,1059.96283,1,1,1
2024,ES,270,ES52,1,704.89119,1,1,1
2024,ES,271,ES52,1,940.94622,1,1,1
2024,ES,273,ES52,1,1225.00025,1,1,1
2024,ES,274,ES52,1,1021.62130,1,2,1
2024,ES,275,ES52,1,1443.89594,1,2,1
2024,ES,276,ES52,1,2112.88820,1,2,1
2024,ES,277,ES52,1,1589.36208,1,2,1
2024,ES,278,ES52,1,2222.08339,1,2,1
2024,ES,279,ES52,1,764.38000,1,1,1
2024,ES,280,ES52,1,1419.03542,1,1,1
2024,ES,281,ES52,1,486.36598,1,1,1
2024,ES,282,ES52,1,2337.73869,1,1,1
2024,ES,283,ES52,1,1011.12447,1,1,1
2024,ES,284,ES52,1,1092.05907,1,1,1
2024,ES,286,ES52,1,2140.44565,1,1,1
2024,ES,287,ES52,1,1422.31830,1,1,1
2024,ES,288,ES52,1,939.71246,1,1,1
2024,ES,289,ES52,1,222.19789,1,1,1
2024,ES,290,ES52,1,869.66492,1,1,1
2024,ES,291,ES52,1,1599.08436,1,1,1
2024,ES,292,ES52,1,337.08701,1,1,1
2024,ES,293,ES52,1,465.37975,1,1,1
2024,ES,294,ES52,1,918.35486,1,2,1
2024,ES,295,ES52,1,506.19139,1,2,1
2024,ES,297,ES52,1,287.62530,1,2,1
2024,ES,298,ES52,1,450.73156,1,2,1
2024,ES,299,ES52,1,311.19197,1,2,1
2024,ES,300,ES52,1,1410.41265,1,2,1
2024,ES,301,ES52,1,1541.89725,1,2,1
2024,ES,302,ES52,1,644.32722,1,2,1
2024,ES,303,ES52,1,939.71246,1,2,1
2024,ES,304,ES52,1,1098.43671,1,2,1
2024,ES,305,ES52,1,831.11320,1,2,1
2024,ES,306,ES52,1,819.85952,1,2,1
2024,ES,307,ES52,1,845.69008,1,2,1
2024,ES,308,ES52,1,599.12804,1,2,1
2024,ES,311,ES52,1,717.39089,1,2,1
2024,ES,312,ES61,1,1046.93717,1,1,1
2024,ES,313,ES52,1,956.44139,1,2,1
2024,ES,314,ES52,1,534.62834,1,2,1
2024,ES,316,ES52,1,1302.04411,1,2,1
2024,ES,317,ES52,1,680.38022,1,2,1
2024,ES,318,ES52,1,1359.27979,1,2,1
2024,ES,319,ES52,1,1046.07242,1,2,1
2024,ES,320,ES52,1,1078.50417,1,2,1
2024,ES,321,ES52,1,1579.12363,1,2,1
2024,ES,322,ES52,1,1051.52140,1,2,1
2024,ES,323,ES52,1,731.15558,1,2,1
2024,ES,324,ES52,1,1182.37526,1,2,1
2024,ES,325,ES52,1,528.23240,1,2,1
2024,ES,326,ES52,1,879.28127,1,2,1
2024,ES,328,ES52,1,871.74808,1,2,1
2024,ES,329,ES52,1,1566.50125,1,2,1
2024,ES,330,ES52,1,765.23098,1,2,1
2024,ES,331,ES61,1,1909.80760,1,1,1
2024,ES,335,ES61,1,2912.27357,1,1,1
2024,ES,336,ES61,1,1940.04754,1,3,1
2024,ES,337,ES61,1,2397.80968,1,3,1
2024,ES,338,ES61,1,1108.53257,1,3,1
2024,ES,339,ES61,1,1591.15455,1,3,1
2024,ES,340,ES61,1,1074.78241,1,2,1
2024,ES,341,ES61,1,1301.09939,1,2,1
2024,ES,342,ES61,1,1117.92766,1,2,1
2024,ES,343,ES61,1,988.73168,1,2,1
2024,ES,344,ES61,1,730.17627,1,2,1
2024,ES,345,ES61,1,2753.08050,1,2,1
2024,ES,346,ES61,1,800.38681,1,2,1
2024,ES,348,ES61,1,1014.19205,1,2,1
2024,ES,349,ES61,1,1293.08471,1,2,1
2024,ES,350,ES61,1,1792.91372,1,2,1
2024,ES,351,ES41,1,1080.66793,1,1,1
2024,ES,352,ES41,1,810.22915,1,1,1
2024,ES,353,ES41,1,525.45892,1,1,1
2024,ES,354,ES41,1,338.04954,1,1,1
2024,ES,355,ES41,1,670.01794,1,1,1
2024,ES,356,ES41,1,726.50498,1,1,1
2024,ES,357,ES41,1,247.07861,1,1,1
2024,ES,358,ES41,1,376.95237,1,1,1
2024,ES,359,ES41,1,729.36534,1,3,1
2024,ES,360,ES41,1,849.66889,1,3,1
2024,ES,361,ES41,1,920.26461,1,3,1
2024,ES,362,ES41,1,1356.61587,1,3,1
2024,ES,363,ES41,1,705.71215,1,3,1
2024,ES,364,ES41,1,962.33946,1,3,1
2024,ES,365,ES41,1,620.43251,1,3,1
2024,ES,366,ES41,1,560.89750,1,3,1
2024,ES,367,ES41,1,886.23795,1,3,1
2024,ES,368,ES41,1,442.97404,1,3,1
2024,ES,369,ES41,1,587.32883,1,3,1
2024,ES,370,ES43,1,311.11673,1,2,1
2024,ES,371,ES43,1,409.74929,1,2,1
2024,ES,372,ES43,1,575.24649,1,2,1
2024,ES,373,ES43,1,582.24576,1,2,1
2024,ES,374,ES43,1,163.42515,1,2,1
2024,ES,375,ES43,1,321.20116,1,2,1
2024,ES,376,ES43,1,232.54689,1,2,1
2024,ES,377,ES43,1,371.90488,1,2,1
2024,ES,378,ES43,1,358.37535,1,2,1
2024,ES,379,ES43,1,423.49141,1,3,1
2024,ES,380,ES43,1,187.64029,1,3,1
2024,ES,381,ES43,1,281.95732,1,3,1
2024,ES,382,ES43,1,307.66795,1,3,1
2024,ES,383,ES43,1,326.11667,1,3,1
2024,ES,384,ES43,1,299.05309,1,3,1
2024,ES,385,ES43,1,319.07754,1,3,1
2024,ES,386,ES43,1,352.24553,1,1,1
2024,ES,387,ES43,1,158.41250,1,1,1
2024,ES,388,ES43,1,170.45555,1,1,1
2024,ES,389,ES43,1,411.52125,1,1,1
2024,ES,390,ES43,1,354.85087,1,1,1
2024,ES,391,ES41,1,240.53356,1,3,1
2024,ES,392,ES43,1,182.24098,1,1,1
2024,ES,393,ES43,1,509.70217,1,1,1
2024,ES,394,ES43,1,214.19550,1,1,1
2024,ES,395,ES43,1,285.26063,1,1,1
2024,ES,396,ES43,1,246.25277,1,1,1
2024,ES,397,ES43,1,307.28176,1,1,1
2024,ES,398,ES43,1,315.33344,1,3,1
2024,ES,399,ES43,1,107.90030,1,3,1
2024,ES,400,ES43,1,247.05365,1,3,1
2024,ES,401,ES43,1,256.95393,1,3,1
2024,ES,402,ES43,1,252.41131,1,3,1
2024,ES,403,ES43,1,335.41451,1,3,1
2024,ES,404,ES43,1,388.57054,1,3,1
2024,ES,405,ES43,1,166.37183,1,2,1
2024,ES,406,ES43,1,460.32344,1,2,1
2024,ES,407,ES43,1,314.04988,1,2,1
2024,ES,408,ES43,1,320.15139,1,2,1
2024,ES,409,ES43,1,324.55665,1,2,1
2024,ES,410,ES43,1,291.25499,1,2,1
2024,ES,411,ES43,1,320.20757,1,2,1
2024,ES,412,ES43,1,388.42043,1,1,1
2024,ES,413,ES43,1,262.94802,1,1,1
2024,ES,415,ES43,1,279.17271,1,1,1
2024,ES,416,ES43,1,369.38283,1,1,1
2024,ES,417,ES43,1,322.35469,1,3,1
2024,ES,418,ES43,1,264.65479,1,1,1
2024,ES,419,ES43,1,345.36911,1,1,1
2024,ES,420,ES43,1,150.56220,1,1,1
2024,ES,421,ES43,1,384.34058,1,1,1
2024,ES,422,ES43,1,422.27827,1,1,1
2024,ES,423,ES43,1,531.67893,1,1,1
2024,ES,425,ES43,1,461.86721,1,1,1
2024,ES,426,ES43,1,587.54622,1,1,1
2024,ES,427,ES43,1,894.84841,1,1,1
2024,ES,428,ES43,1,288.39828,1,3,1
2024,ES,429,ES43,1,192.22762,1,3,1
2024,ES,430,ES43,1,431.32339,1,3,1
2024,ES,432,ES21,1,412.97775,1,2,1
2024,ES,433,ES43,1,249.69018,1,3,1
2024,ES,434,ES43,1,243.62555,1,3,1
2024,ES,435,ES43,1,477.22729,1,3,1
2024,ES,436,ES43,1,440.27373,1,3,1
2024,ES,437,ES43,1,489.23693,1,3,1
2024,ES,438,ES43,1,448.78945,1,2,1
2024,ES,439,ES43,1,523.69939,1,2,1
2024,ES,440,ES43,1,534.73027,1,2,1
2024,ES,441,ES43,1,634.23207,1,2,1
2024,ES,442,ES43,1,476.27889,1,2,1
2024,ES,443,ES43,1,670.81009,1,2,1
2024,ES,444,ES43,1,1405.22190,1,2,1
2024,ES,445,ES43,1,560.32198,1,2,1
2024,ES,446,ES43,1,756.64303,1,2,1
2024,ES,447,ES43,1,443.03203,1,3,1
2024,ES,448,ES43,1,245.16060,1,3,1
2024,ES,449,ES43,1,339.40171,1,3,1
2024,ES,450,ES43,1,607.46446,1,3,1
2024,ES,451,ES43,1,245.16060,1,3,1
2024,ES,453,ES43,1,420.03171,1,3,1
2024,ES,454,ES43,1,320.56038,1,3,1
2024,ES,455,ES43,1,382.31286,1,3,1
2024,ES,456,ES43,1,401.83685,1,3,1
2024,ES,457,ES43,1,158.41250,1,1,1
2024,ES,458,ES43,1,734.93821,1,1,1
2024,ES,459,ES43,1,162.53196,1,1,1
2024,ES,460,ES43,1,509.70217,1,1,1
2024,ES,461,ES43,1,212.97228,1,1,1
2024,ES,462,ES43,1,241.47545,1,1,1
2024,ES,463,ES43,1,184.86541,1,1,1
2024,ES,464,ES43,1,315.05950,1,1,1
2024,ES,465,ES43,1,244.78475,1,1,1
2024,ES,466,ES43,1,367.96027,1,1,1
2024,ES,467,ES43,1,304.14238,1,1,1
2024,ES,468,ES43,1,201.05860,1,1,1
2024,ES,469,ES43,1,203.59398,1,1,1
2024,ES,470,ES43,1,530.40006,1,1,1
2024,ES,471,ES43,1,293.05108,1,1,1
2024,ES,472,ES43,1,281.66868,1,1,1
2024,ES,473,ES43,1,281.81861,1,1,1
2024,ES,474,ES43,1,380.32234,1,1,1
2024,ES,475,ES43,1,371.10070,1,1,1
2024,ES,476,ES43,1,733.70273,1,1,1
2024,ES,477,ES43,1,595.66592,1,1,1
2024,ES,478,ES43,1,293.71104,1,1,1
2024,ES,479,ES43,1,116.25304,1,1,1
2024,ES,480,ES43,1,333.14993,1,1,1
2024,ES,481,ES43,1,369.71688,1,1,1
2024,ES,482,ES43,1,332.83572,1,1,1
2024,ES,483,ES43,1,470.06370,1,1,1
2024,ES,484,ES43,1,419.56823,1,1,1
2024,ES,485,ES43,1,783.62324,1,2,1
2024,ES,486,ES43,1,206.02271,1,2,1
2024,ES,487,ES43,1,392.58814,1,2,1
2024,ES,488,ES43,1,662.89099,1,2,1
2024,ES,489,ES43,1,617.99935,1,2,1
2024,ES,490,ES43,1,709.45814,1,2,1
2024,ES,491,ES43,1,770.02941,1,2,1
2024,ES,492,ES43,1,838.12512,1,2,1
2024,ES,493,ES43,1,605.80074,1,2,1
2024,ES,494,ES43,1,307.74466,1,2,1
2024,ES,495,ES43,1,314.09464,1,2,1
2024,ES,496,ES43,1,195.81303,1,2,1
2024,ES,497,ES43,1,444.76056,1,2,1
2024,ES,498,ES43,1,300.82359,1,2,1
2024,ES,499,ES30,1,241.63616,1,1,1
2024,ES,500,ES43,1,118.84025,1,1,1
2024,ES,501,ES43,1,270.52544,1,2,1
2024,ES,502,ES43,1,338.86807,1,2,1
2024,ES,503,ES43,1,363.07689,1,2,1
2024,ES,504,ES43,1,450.98917,1,3,1
2024,ES,505,ES43,1,182.70157,1,3,1
2024,ES,506,ES43,1,618.50443,1,3,1
2024,ES,507,ES43,1,1062.85704,1,2,1
2024,ES,508,ES43,1,197.43825,1,2,1
2024,ES,509,ES43,1,323.81716,1,2,1
2024,ES,510,ES43,1,293.30019,1,2,1
2024,ES,511,ES43,1,382.31286,1,2,1
2024,ES,512,ES43,1,313.67583,1,2,1
2024,ES,513,ES43,1,315.07398,1,2,1
2024,ES,514,ES43,1,430.09709,1,2,1
2024,ES,516,ES61,1,114.26873,1,1,1
2024,ES,517,ES43,1,890.32069,1,3,1
2024,ES,518,ES43,1,318.03714,1,3,1
2024,ES,519,ES43,1,182.70157,1,3,1
2024,ES,520,ES43,1,306.94720,1,3,1
2024,ES,521,ES43,1,325.87053,1,3,1
2024,ES,522,ES43,1,500.92962,1,3,1
2024,ES,523,ES43,1,346.77838,1,3,1
2024,ES,524,ES43,1,382.31286,1,3,1
2024,ES,525,ES43,1,754.59107,1,3,1
2024,ES,526,ES43,1,337.00043,1,3,1
2024,ES,527,ES43,1,214.65585,1,3,1
2024,ES,528,ES43,1,318.57170,1,3,1
2024,ES,529,ES43,1,252.41131,1,3,1
2024,ES,530,ES43,1,339.40171,1,3,1
2024,ES,531,ES43,1,450.31676,1,3,1
2024,ES,532,ES43,1,393.38480,1,3,1
2024,ES,533,ES43,1,528.16854,1,3,1
2024,ES,534,ES43,1,382.65747,1,3,1
2024,ES,535,ES43,1,542.69811,1,3,1
2024,ES,537,ES43,1,267.83928,1,3,1
2024,ES,538,ES43,1,297.18026,1,3,1
2024,ES,539,ES43,1,257.18789,1,3,1
2024,ES,540,ES43,1,618.50443,1,3,1
2024,ES,541,ES43,1,252.41131,1,3,1
2024,ES,542,ES43,1,343.39578,1,3,1
2024,ES,543,ES43,1,1030.04401,1,3,1
2024,ES,545,ES43,1,300.41351,1,3,1
2024,ES,546,ES43,1,396.00767,1,3,1
2024,ES,547,ES43,1,394.92986,1,2,1
2024,ES,548,ES43,1,308.86834,1,2,1
2024,ES,549,ES43,1,212.12188,1,2,1
2024,ES,550,ES43,1,334.05425,1,2,1
2024,ES,551,ES43,1,372.90708,1,2,1
2024,ES,552,ES43,1,515.20705,1,2,1
2024,ES,553,ES43,1,342.08325,1,2,1
2024,ES,554,ES43,1,229.25129,1,3,1
2024,ES,555,ES43,1,387.70239,1,3,1
2024,ES,556,ES43,1,415.42650,1,3,1
2024,ES,557,ES43,1,631.86768,1,3,1
2024,ES,558,ES43,1,351.17684,1,3,1
2024,ES,559,ES43,1,170.07130,1,3,1
2024,ES,560,ES43,1,388.81268,1,3,1
2024,ES,561,ES43,1,434.02523,1,3,1
2024,ES,562,ES43,1,427.43672,1,3,1
2024,ES,563,ES43,1,403.11618,1,3,1
2024,ES,564,ES53,1,2215.72495,1,2,1
2024,ES,565,ES53,1,178.20601,1,2,1
2024,ES,566,ES53,1,92.54450,1,2,1
2024,ES,567,ES53,1,682.17047,1,2,1
2024,ES,569,ES53,1,546.74810,1,2,1
2024,ES,570,ES53,1,362.59159,1,2,1
2024,ES,572,ES53,1,664.90803,1,2,1
2024,ES,573,ES53,1,282.03424,1,2,1
2024,ES,574,ES53,1,974.95690,1,2,1
2024,ES,575,ES53,1,737.74597,1,2,1
2024,ES,576,ES53,1,486.70908,1,2,1
2024,ES,577,ES53,1,256.71500,1,2,1
2024,ES,578,ES53,1,1199.74321,1,2,1
2024,ES,579,ES53,1,423.27588,1,2,1
2024,ES,580,ES53,1,235.42926,1,2,1
2024,ES,581,ES53,1,796.99155,1,2,1
2024,ES,582,ES53,1,543.25880,1,2,1
2024,ES,584,ES53,1,2411.47916,1,2,1
2024,ES,585,ES53,1,387.96675,1,2,1
2024,ES,586,ES53,1,519.68020,1,2,1
2024,ES,587,ES53,1,2065.54524,1,2,1
