RB010,RB020,RB030,RB050,RB050_F,RB080,RB080_F,RB081,RB081_F,RB082,RB082_F,RB090,RB090_F,RB200,RB200_F,RB211,RB211_F,RB220,RB220_F,RB230,RB230_F,RB240,RB240_F,RB280,RB280_F,RB290,RB290_F,RL010,RL010_F,RL020,RL020_F,RL030,RL030_F,RL040,RL040_F,RL050,RL050_F,RL060,RL060_F,RL070,RL070_F,vrLOWJOB,vrEU2020,vrMATSOCDEP,vrLOWJOB_nuevo,vrEU2030_nuevo,RCH010,RCH010_F,RCH020,RCH020_F,RC370,RC370_F,RC370B,RC370B_F,RC380,RC380_F,RC390,RC390_F
2024,ES,101,307.66372,1,1964,1,59,1,59,1,1,1,1,1,1,1, ,-2, ,-2,102,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1,1,0,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,102,307.66372,1,1967,1,56,1,57,1,2,1,1,1,1,1, ,-2, ,-2,101,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1,1,0,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,201,492.73213,1,1950,1,73,1,73,1,2,1,1,1,3,1, ,-2, ,-2,202,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0,0,9,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,202,492.73213,1,1948,1,75,1,75,1,1,1,1,1,3,1, ,-2, ,-2,201,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0,0,9,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,301,687.86268,1,1982,1,41,1,41,1,1,1,1,1,1,1, ,-2, ,-2,302,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,302,687.86268,1,1983,1,40,1,40,1,2,1,1,1,1,1, ,-2, ,-2,301,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,303,687.86268,1,2021,1,2,1,2,1,2,1,1,1,5,1,301,1,302,1, ,-2,1,1,1,1,22,1, ,-2,0,1,0,1,0,1,0,1,691.81562,1,0,0,0,0,0,2,1,3,1, ,-4,2,1,2,1, ,-4
2024,ES,401,568.66577,1,1963,1,60,1,60,1,1,1,1,1,3,1, ,-2, ,-2,402,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0,0,9,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,402,568.66577,1,1965,1,58,1,58,1,2,1,1,1,1,1, ,-2, ,-2,401,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,403,568.66577,1,1998,1,25,1,26,1,2,1,1,1,5,1,401,1,402,1, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,404,568.66577,1,2003,1,20,1,21,1,1,1,1,1,5,1,401,1,402,1, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,501,947.0009,1,1969,1,54,1,54,1,1,1,1,1,4,1, ,-2, ,-2,502,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,502,947.0009,1,1968,1,55,1,56,1,2,1,2,1,1,1, ,-2, ,-2,501,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,503,947.0009,1,1999,1,24,1,24,1,1,1,1,1,1,1,501,1,502,1, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,601,663.45974,1,1963,1,60,1,60,1,1,1,1,1,3,1, ,-2, ,-2,603,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,602,663.45974,1,1996,1,27,1,27,1,2,1,1,1,5,1,601,1,603,1, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,603,663.45974,1,1967,1,56,1,56,1,2,1,1,1,6,1, ,-2, ,-2,601,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,701,433.62378,1,1977,1,46,1,46,1,1,1,1,1,1,1, ,-2, ,-2,702,1,3,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1,1,0,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,702,433.62378,1,1980,1,43,1,44,1,2,1,1,1,2,1, ,-2, ,-2,701,1,3,1,3,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1,1,0,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,703,433.62378,1,2011,1,12,1,13,1,1,1,1,1,5,1,701,1,702,1, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1,1,0,1,2,1,3,1, ,-2, ,-4, ,-2, ,-2
2024,ES,704,433.62378,1,2015,1,8,1,8,1,1,1,1,1,5,1,701,1,702,1, ,-2,1,1,1,1, ,-2,35,1,0,1,0,1,0,1,0,1,405.74338,1,0,1,1,0,1,2,1,3,1, ,-4, ,-4,2,1, ,-4
2024,ES,705,433.62378,1,2017,1,6,1,7,1,1,1,1,1,5,1,701,1,702,1, ,-2,1,1,1,1, ,-2,35,1,0,1,0,1,0,1,0,1,416.747,1,0,1,1,0,1,1,1,3,1, ,-4, ,-4,2,1, ,-4
2024,ES,801,916.91899,1,1969,1,54,1,54,1,1,1,1,1,1,1, ,-2, ,-2,802,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,802,916.91899,1,1973,1,50,1,50,1,2,1,1,1,1,1, ,-2, ,-2,801,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,803,916.91899,1,2013,1,10,1,11,1,2,1,1,1,5,1,801,1,802,1, ,-2,1,1,1,1, ,-2,40,1,0,1,0,1,0,1,0,1,903.2402,1,0,0,0,0,0,2,1,3,1, ,-4, ,-4,2,1, ,-4
2024,ES,804,916.91899,1,2015,1,8,1,9,1,2,1,1,1,5,1,801,1,802,1, ,-2,1,1,1,1, ,-2,45,1,0,1,0,1,0,1,0,1,889.93189,1,0,0,0,0,0,2,1,3,1, ,-4, ,-4,2,1, ,-4
2024,ES,901,826.79604,1,1973,1,50,1,51,1,2,1,2,1,6,1, ,-2, ,-2,902,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1,0,1,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,902,826.79604,1,1958,1,65,1,66,1,1,1,2,1,3,1, ,-2, ,-2,901,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0,0,9,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,1001,557.56361,1,1983,1,40,1,40,1,2,1,1,1,1,1, ,-2, ,-2,1002,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1,0,0,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,1002,557.56361,1,1972,1,51,1,51,1,1,1,1,1,1,1, ,-2, ,-2,1001,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1,0,0,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,1003,557.56361,1,2017,1,6,1,6,1,2,1,2,1,5,1,1002,1,1001,1, ,-2,1,1,1,1, ,-2,38,1,0,1,4,1,0,1,0,1,535.86305,1,0,1,0,0,1,1,1,3,1,2,1,2,1,2,1, ,-4
2024,ES,1004,557.56361,1,2019,1,4,1,4,1,1,1,2,1,5,1,1002,1,1001,1, ,-2,1,1,1,1,38,1, ,-2,0,1,2,1,0,1,0,1,535.35925,1,0,1,0,0,1,1,1,3,1,2,1,2,1,2,1, ,-4
2024,ES,1101,545.64852,1,1982,1,41,1,41,1,1,1,1,1,1,1, ,-2, ,-2,1102,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,1102,545.64852,1,1985,1,38,1,38,1,2,1,1,1,2,1, ,-2, ,-2,1101,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,1103,545.64852,1,2018,1,5,1,5,1,1,1,1,1,5,1,1101,1,1102,1, ,-2,1,1,1,1,25,1, ,-2,15,1,0,1,0,1,0,1,545.25038,1,0,0,0,0,0,1,1,3,1,2,1,2,1,2,1, ,-4
2024,ES,1104,545.64852,1,2023,1,0,1,1,1,1,1,1,1,8,1,1101,1,1102,1, ,-2,1,1,1,1,0,1, ,-2, ,-2,0,1,0,1,0,1,516.06865,1,0,0,0,0,0,1,1,3,1, ,-4, ,-4,2,1, ,-4
2024,ES,1301,703.44658,1,1982,1,41,1,42,1,1,1,1,1,1,1, ,-2, ,-2,1302,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,1302,703.44658,1,1979,1,44,1,45,1,2,1,1,1,1,1, ,-2, ,-2,1301,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,1303,703.44658,1,2021,1,2,1,3,1,2,1,1,1,5,1,1301,1,1302,1, ,-2,1,1,1,1,35,1, ,-2,0,1,0,1,0,1,5,1,665.79252,1,0,0,0,0,0,2,1,3,1, ,-4,1,1,2,1, ,-4
2024,ES,1401,495.4541,1,1979,1,44,1,45,1,2,1,1,1,1,1, ,-2, ,-2,1402,1,3,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1,0,0,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,1402,495.4541,1,1976,1,47,1,47,1,1,1,1,1,1,1, ,-2, ,-2,1401,1,3,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1,0,0,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,1403,495.4541,1,1999,1,24,1,24,1,2,1,1,1,5,1,1402,1,1401,1, ,-2,3,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1,0,0,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,1404,495.4541,1,2002,1,21,1,21,1,1,1,1,1,5,1,1402,1,1401,1, ,-2,3,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1,0,0,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,1405,495.4541,1,2006,1,17,1,17,1,1,1,1,1,5,1,1402,1,1401,1, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1,0,0,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,1501,435.47636,1,1964,1,59,1,59,1,2,1,1,1,1,1, ,-2,1502,1, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,1502,435.47636,1,1938,1,85,1,85,1,2,1,1,1,3,1, ,-2, ,-2, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0,0,9,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,1601,628.32234,1,1978,1,45,1,46,1,1,1,1,1,1,1, ,-2, ,-2,1602,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,1602,628.32234,1,1979,1,44,1,44,1,2,1,1,1,1,1, ,-2, ,-2,1601,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,1603,628.32234,1,2013,1,10,1,10,1,1,1,1,1,5,1,1601,1,1602,1, ,-2,1,1,1,1, ,-2,30,1,0,1,0,1,0,1,0,1,660.38169,1,0,0,0,0,0,1,1,3,1, ,-4, ,-4,2,1, ,-4
2024,ES,1604,628.32234,1,2018,1,5,1,5,1,1,1,1,1,5,1,1601,1,1602,1, ,-2,1,1,1,1,30,1, ,-2,0,1,0,1,0,1,0,1,627.86389,1,0,0,0,0,0,1,1,3,1, ,-4, ,-4,2,1, ,-4
2024,ES,1701,510.29179,1,1958,1,65,1,65,1,2,1,1,1,3,1, ,-2, ,-2, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0,0,9,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,1801,505.21071,1,1950,1,73,1,73,1,2,1,1,1,3,1, ,-2, ,-2, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0,0,9,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,1901,787.36666,1,1969,1,54,1,54,1,2,1,1,1,1,1, ,-2, ,-2,1902,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,1902,787.36666,1,1966,1,57,1,58,1,1,1,1,1,1,1, ,-2, ,-2,1901,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,2001,453.73828,1,1957,1,66,1,66,1,2,1,1,1,3,1, ,-2, ,-2,2002,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,1,0,9,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,2002,453.73828,1,1954,1,69,1,69,1,1,1,1,1,3,1, ,-2, ,-2,2001,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,1,0,9,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,2101,446.66066,1,1975,1,48,1,48,1,2,1,1,1,1,1, ,-2, ,-2,2102,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,2102,446.66066,1,1969,1,54,1,54,1,1,1,1,1,1,1, ,-2, ,-2,2101,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,2103,446.66066,1,2005,1,18,1,18,1,1,1,1,1,5,1,2102,1,2101,1, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,2201,713.76043,1,1965,1,58,1,59,1,1,1,1,1,1,1, ,-2, ,-2,2202,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,2202,713.76043,1,1967,1,56,1,57,1,2,1,1,1,1,1, ,-2, ,-2,2201,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,2203,713.76043,1,2000,1,23,1,23,1,2,1,1,1,1,1,2201,1,2202,1, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,2301,505.21071,1,1953,1,70,1,70,1,2,1,1,1,1,1, ,-2, ,-2, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0,0,9,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,2401,1541.66279,1,1988,1,35,1,36,1,1,1,1,1,1,1, ,-2, ,-2, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,2501,1205.5912,1,1940,1,83,1,84,1,2,1,1,1,3,1, ,-2, ,-2, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,1,0,9,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,2502,1205.5912,1,1978,1,45,1,45,1,1,1,1,1,6,1, ,-2,2501,1, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1,0,1,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,2601,824.41532,1,1940,1,83,1,83,1,2,1,1,1,3,1, ,-2, ,-2, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0,0,9,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,2701,496.28252,1,1947,1,76,1,76,1,1,1,1,1,3,1, ,-2, ,-2,2702,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0,0,9,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,2702,496.28252,1,1946,1,77,1,77,1,2,1,1,1,3,1, ,-2, ,-2,2701,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0,0,9,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,2801,726.47834,1,1978,1,45,1,45,1,1,1,1,1,1,1, ,-2, ,-2,2802,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,2802,726.47834,1,1978,1,45,1,45,1,2,1,1,1,2,1, ,-2, ,-2,2801,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,2803,726.47834,1,2008,1,15,1,15,1,2,1,1,1,5,1,2801,1,2802,1, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0,1,1,3,1, ,-2, ,-2, ,-2, ,-2
2024,ES,2804,726.47834,1,2011,1,12,1,12,1,1,1,1,1,5,1,2801,1,2802,1, ,-2,1,1,1,1, ,-2,35,1,0,1,0,1,0,1,0,1,774.98317,1,0,0,0,0,0,1,1,3,1, ,-4, ,-4,2,1, ,-4
2024,ES,2901,293.7961,1,1975,1,48,1,48,1,2,1,1,1,1,1, ,-2, ,-2, ,-2,3,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1,1,1,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,2902,293.7961,1,2008,1,15,1,16,1,2,1,2,1,5,1, ,-2,2901,1, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1,1,1,1,2,1,3,1, ,-2, ,-2, ,-2, ,-2
2024,ES,2903,293.7961,1,2009,1,14,1,15,1,2,1,2,1,5,1, ,-2,2901,1, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,1,1,1,1,1,2,1,3,1, ,-2, ,-2, ,-2, ,-2
2024,ES,3001,301.29026,1,1966,1,57,1,57,1,1,1,1,1,1,1, ,-2, ,-2,3002,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,3002,301.29026,1,1968,1,55,1,56,1,2,1,1,1, ,-1, ,-2, ,-2,3001,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,3003,301.29026,1,2005,1,18,1,18,1,1,1,1,1,5,1,3001,1,3002,1, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,3101,580.72465,1,1979,1,44,1,45,1,2,1,1,1,1,1, ,-2, ,-2,3102,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,3102,580.72465,1,1979,1,44,1,44,1,1,1,1,1,1,1, ,-2, ,-2,3101,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,3103,580.72465,1,2014,1,9,1,10,1,1,1,1,1,5,1,3102,1,3101,1, ,-2,1,1,1,1, ,-2,25,1,0,1,0,1,0,1,0,1,610.35539,1,0,0,0,0,0,1,1,3,1, ,-4, ,-4,2,1, ,-4
2024,ES,3201,1023.88624,1,1972,1,51,1,51,1,2,1,1,1,1,1, ,-2, ,-2, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,3301,259.54338,1,1972,1,51,1,51,1,1,1,1,1,1,1, ,-2, ,-2,3302,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1,0,0,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,3302,259.54338,1,1974,1,49,1,49,1,2,1,1,1,6,1, ,-2, ,-2,3301,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1,0,0,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,3303,259.54338,1,2001,1,22,1,22,1,1,1,1,1,2,1,3301,1,3302,1, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1,0,0,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,3304,259.54338,1,2004,1,19,1,19,1,1,1,1,1,5,1,3301,1,3302,1, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1,0,0,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,3305,259.54338,1,2008,1,15,1,15,1,2,1,1,1,5,1,3301,1,3302,1, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1,0,0,1,2,1,3,1, ,-2, ,-2, ,-2, ,-2
2024,ES,3401,308.1784,1,1969,1,54,1,54,1,2,1,1,1,1,1, ,-2, ,-2,3402,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,3402,308.1784,1,1958,1,65,1,65,1,1,1,1,1,3,1, ,-2, ,-2,3401,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0,0,9,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,3501,458.01148,1,1962,1,61,1,61,1,2,1,1,1,2,1, ,-2, ,-2, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,1,1,1,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,3601,462.77481,1,1984,1,39,1,39,1,2,1,1,1,1,1, ,-2, ,-2, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,0,0,0,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,3602,462.77481,1,2013,1,10,1,11,1,1,1,1,1,5,1, ,-2,3601,1, ,-2,1,1,1,1, ,-2,30,1,0,1,0,1,0,1,0,1,455.87104,1,0,0,0,0,0,1,1,3,1, ,-4, ,-4,2,1, ,-4
2024,ES,3701,754.6094,1,1973,1,50,1,50,1,2,1,1,1,1,1, ,-2, ,-2,3702,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1,0,0,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,3702,754.6094,1,1975,1,48,1,48,1,1,1,1,1,1,1, ,-2, ,-2,3701,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1,0,0,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,3703,754.6094,1,2007,1,16,1,16,1,2,1,1,1,5,1,3702,1,3701,1, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,0,1,0,0,1, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,3704,754.6094,1,2011,1,12,1,12,1,2,1,1,1,5,1,3702,1,3701,1, ,-2,1,1,1,1, ,-2,35,1,0,1,0,1,0,1,0,1,804.99246,1,0,1,0,0,1,2,1,3,1, ,-4, ,-4,2,1, ,-4
2024,ES,3801,489.76582,1,1947,1,76,1,77,1,2,1,1,1,3,1, ,-2, ,-2, ,-2,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0,0,9,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
2024,ES,3901,451.48167,1,1951,1,72,1,73,1,1,1,1,1,3,1, ,-2, ,-2,3902,1,1,1,1,1, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2, ,-2,9,0,0,9,0, ,-4, ,-4, ,-2, ,-2, ,-2, ,-2
